Policy-Loss,Q-loss,epoch,mean_rewards,step
0.3531224727630615,0.14630884960616286,0,-0.04852375388145447,0
0.018030555918812752,0.17904782730335175,0,-0.8147489428520203,1
0.4144173860549927,0.16968495014781954,0,-0.22888799011707306,2
0.5278756022453308,0.08940705425574351,0,-0.16270431876182556,3
0.39582329988479614,0.20734874221986985,0,-0.0993695929646492,4
0.13272182643413544,0.08641960095144734,0,-0.17505517601966858,5
0.1252092570066452,0.15140035837733562,0,-0.14340084791183472,6
0.29674071073532104,0.07472293854962324,0,-0.13252131640911102,7
0.32850751280784607,0.07871589406096656,0,-0.155398428440094,8
0.3227028250694275,0.09954459830476989,0,-0.2647896409034729,9
0.2930905818939209,0.11373118915502967,0,-0.17611587047576904,10
0.32321760058403015,0.10182714794563277,0,-0.13413085043430328,11
0.26264870166778564,0.07316212137443946,0,-0.12084883451461792,12
0.2521995007991791,0.07203407159616619,0,-0.16035020351409912,13
0.27339157462120056,0.045926568253436606,0,-0.14542116224765778,14
0.29719874262809753,0.0780938662165874,0,-0.13665756583213806,15
0.3571730852127075,0.07370141875407757,0,-0.11122153699398041,16
0.35929200053215027,0.07988626977786847,0,-0.48142093420028687,17
0.3752695620059967,0.07001162126372684,0,-0.17161408066749573,18
0.33317965269088745,0.08336978648043122,0,-0.10509563237428665,19
0.21382355690002441,0.062422123916461014,0,-0.14937327802181244,20
0.2575998902320862,0.08097367565120092,0,-0.0847894698381424,21
0.2559853792190552,0.06525928531739447,0,-0.054583657532930374,22
0.27737343311309814,0.06530057695330056,0,-0.07748587429523468,23
0.2928011417388916,0.060886637517936076,0,-0.04999583587050438,24
0.3711546063423157,0.06108124143295121,0,-0.03293358162045479,25
0.3820086717605591,0.07925544270176474,0,-0.0784115344285965,26
0.2972223162651062,0.05159802035302125,0,-0.06760796904563904,27
0.2389628142118454,0.07518850582956284,0,-0.04542999342083931,28
0.24344810843467712,0.06106826660970298,0,-0.05299025774002075,29
0.25011563301086426,0.07106658643275798,0,-0.05995951220393181,30
0.2582351267337799,0.04952276509731561,0,-0.10437652468681335,31
0.27085864543914795,0.05555217837141602,0,-0.08438494056463242,32
0.28145337104797363,0.04532948308259968,0,-0.04654335230588913,33
0.30790555477142334,0.03886155417289026,0,-0.06930077075958252,34
0.2962729334831238,0.03992364598693495,0,-0.04513799771666527,35
0.2730860412120819,0.032159854775304135,0,0.00544755207374692,36
0.26625844836235046,0.04881225636573732,0,-0.09798629581928253,37
0.23820771276950836,0.03562551986867764,0,-0.14012080430984497,38
0.23089200258255005,0.04832921527753638,0,-0.03649183735251427,39
0.26677799224853516,0.03529388816499958,0,-0.09928780049085617,40
0.26804542541503906,0.036904417890072067,0,-0.14293172955513,41
0.23847708106040955,0.025983517666088692,0,-0.10441736876964569,42
0.30995598435401917,0.03514066132409475,0,-0.06860987097024918,43
0.2926669716835022,0.026423415942689675,0,-0.035515375435352325,44
0.27400875091552734,0.037253245751916055,0,-0.04012221097946167,45
0.2631901204586029,0.03687339790740161,0,-0.07417929917573929,46
0.2131446897983551,0.030837234529070105,0,-0.05598561838269234,47
0.24051406979560852,0.021865152588578737,0,-0.054195836186409,48
0.22368702292442322,0.01614029600636646,0,-0.05515121668577194,49
0.26618626713752747,0.027297458867888938,0,-0.043495602905750275,50
0.2130959928035736,0.025324532776674166,0,-0.059279490262269974,51
0.23907580971717834,0.029771314653304973,0,-0.041291236877441406,52
0.2126612514257431,0.02208944317913299,0,-0.08089455962181091,53
0.2461318075656891,0.034045718489755926,0,-0.05911487340927124,54
0.21222157776355743,0.025641067491777865,0,-0.061481524258852005,55
0.24634701013565063,0.031253415085170155,0,-0.088661327958107,56
0.2505558729171753,0.02752389806632379,0,-0.06828660517930984,57
0.277779757976532,0.021857116180865707,0,-0.20555603504180908,58
0.27587446570396423,0.024834287934909674,0,-0.03941512107849121,59
0.30444759130477905,0.028987247626375955,0,-0.05388329550623894,60
0.2685217261314392,0.024428261836362992,0,-0.07998710870742798,61
0.23677614331245422,0.033872465476650584,0,-0.12174048274755478,62
0.18231911957263947,0.017561662241166065,0,-0.021552355960011482,63
0.1650179922580719,0.025545776687470847,0,-0.01631944626569748,64
0.19034795463085175,0.012735204142176186,0,-0.04857686161994934,65
0.1703227013349533,0.031737817475627476,0,-0.09078443795442581,66
0.23878788948059082,0.024273478365135166,0,-0.06206820160150528,67
0.28496646881103516,0.019995189555897158,0,-0.12946195900440216,68
0.27017542719841003,0.024035176276001463,0,-0.0851154625415802,69
0.22429697215557098,0.020477140838111006,0,-0.07721415907144547,70
0.16792432963848114,0.01665651981416747,0,0.012076769024133682,71
0.1496846228837967,0.021456186085592705,0,-0.04116864502429962,72
0.14530101418495178,0.02413219716996571,0,-0.03843383863568306,73
0.16038738191127777,0.020271431182595962,0,-0.022962942719459534,74
0.23591969907283783,0.026977786105352463,0,-0.11789432913064957,75
0.26612910628318787,0.018398683379950386,0,-0.21790382266044617,76
0.281074196100235,0.018844251375480695,0,-0.09039177000522614,77
0.23890572786331177,0.014796546821829966,0,-0.1266995370388031,78
0.20998790860176086,0.015052756207112246,0,-0.06502615660429001,79
0.18950149416923523,0.0112278269249531,0,-0.07449404895305634,80
0.14669838547706604,0.020111301131295264,0,-0.039693161845207214,81
0.16579405963420868,0.011515941660285868,0,-0.024324975907802582,82
0.1278521716594696,0.011464565723663734,0,-0.05110807716846466,83
0.15588374435901642,0.02541812377565038,0,-0.08155026286840439,84
0.22721825540065765,0.018818220412321646,0,-0.10866750031709671,85
0.2599961757659912,0.018085750610225396,0,-0.06846044212579727,86
0.2313254475593567,0.019940708753136558,0,-0.09452739357948303,87
0.20209674537181854,0.017288542948634678,0,-0.2740456759929657,88
0.20888809859752655,0.01344420145415463,0,-0.11155787110328674,89
0.19130182266235352,0.012087894039744283,0,-0.1463824361562729,90
0.14959421753883362,0.01052778448166705,0,-0.15426979959011078,91
0.15226547420024872,0.013894947397132677,0,-0.1430499404668808,92
0.17948859930038452,0.01077855565229249,0,-0.12770764529705048,93
0.1520751267671585,0.010638988145296412,0,-0.10024470090866089,94
0.1546885371208191,0.012122555808269807,0,-0.06275105476379395,95
0.1703779101371765,0.011251958695029752,0,-0.13080532848834991,96
0.1647026240825653,0.011351118594572,0,-0.030410265550017357,97
0.20110313594341278,0.011236191248287196,0,-0.03883308172225952,98
0.2016364485025406,0.010582351684951263,0,-0.22653286159038544,99
0.2221887707710266,0.013392518545949745,1,-0.019234703853726387,100
0.22003206610679626,0.00966895292350357,1,-0.0182139091193676,101
0.21658195555210114,0.009815267518182102,1,-0.1759122759103775,102
0.20715156197547913,0.008001877126542364,1,-0.09501092880964279,103
0.17618267238140106,0.0109186018614261,1,-0.08805130422115326,104
0.18601413071155548,0.012446579073556424,1,-0.14853495359420776,105
0.19931495189666748,0.011457110158941745,1,-0.758791446685791,106
0.21869416534900665,0.007480243167901341,1,-0.10061945766210556,107
0.2100268304347992,0.007287047287580463,1,0.07164682447910309,108
0.21187838912010193,0.010162731804965219,1,-0.03789879009127617,109
0.20542146265506744,0.009140183479785149,1,-0.1227545514702797,110
0.20647123456001282,0.014597206714854705,1,-0.14641542732715607,111
0.1960294246673584,0.009630371014287556,1,-0.0676405057311058,112
