episode/Average_return,episode/Entropy,episode/Policy_loss,episode/Reward,episode/Value_loss,epoch,step
,0.18488335609436035,4.825029373168945,93.75,6.349575042724609,103,4149
,0.4477599263191223,32.99652099609375,50.0,50.531944274902344,104,4199
,0.26896074414253235,75.26250457763672,25.0,74.76123809814453,106,4249
,0.6586954593658447,83.70372772216797,6.25,93.403076171875,107,4299
,0.6340532898902893,112.34093475341797,-21.875,118.09246826171875,108,4349
,0.4293997883796692,21.565128326416016,50.0,64.81393432617188,109,4399
-304.0948181152344,,,,,110,4439
,0.5001636147499084,100.00446319580078,-31.25,121.14625549316406,111,4449
,0.40477797389030457,61.669471740722656,-12.5,105.62094116210938,112,4499
,0.21356889605522156,45.61460494995117,-6.25,102.03018188476562,113,4549
,0.20115035772323608,86.57138061523438,-50.0,116.10830688476562,114,4599
,0.10439068078994751,36.880653381347656,-15.625,103.10563659667969,116,4649
,0.05238986015319824,10.25917911529541,6.25,98.35669708251953,117,4699
,-0.0432552695274353,43.466068267822266,-28.125,103.92816162109375,118,4749
,-0.18734484910964966,44.52696228027344,0.0,99.5,119,4799
-131.95870971679688,,,,,120,4839
,-0.32062628865242004,-30.18826675415039,65.625,76.72600555419922,121,4849
,-0.28131982684135437,-12.176939964294434,65.625,66.56399536132812,122,4899
,-0.48660093545913696,-7.033185005187988,78.125,44.33759307861328,123,4949
,-0.11486601829528809,37.67850112915039,50.0,51.54225158691406,124,4999
,-0.11340105533599854,104.58210754394531,-9.375,108.6332778930664,126,5049
